date,max_temperature_s,max_wind_speed_s,min_temperature_s,min_wind_speed_s,rain_s,snow_on_ground_v
2023-02-11,5.21,13.76,5.44,8.91,5.19,68.1
2023-02-10,5.21,13.65,5.5,8.83,3.54,66.8
2023-02-09,5.12,13.41,5.42,8.92,3.33,65.2
2023-02-08,5.14,13.35,5.4,9.08,3.22,63.7
2023-02-07,5.21,13.21,5.43,9.1,3.12,62.2
2023-02-06,5.15,13.26,5.45,9.01,3.71,60.7
2023-02-05,5.14,13.21,5.47,9.02,3.83,59.3
2023-02-04,5.07,13.22,5.43,9.15,3.88,57.9
2023-02-03,5.13,13.23,5.43,9.13,3.93,56.6
2023-02-02,5.21,13.49,5.34,9.32,3.94,55.5
2023-02-01,5.28,13.63,5.28,9.29,4.02,54.7
2023-01-31,5.28,13.78,5.2,9.32,4.04,53.9
2023-01-30,5.2,13.69,5.07,9.45,4.03,53.2
2023-01-29,5.09,13.91,4.92,9.64,4.03,52.6
2023-01-28,5.04,13.76,4.87,9.58,3.94,51.8
2023-01-27,4.97,13.75,4.76,9.5,3.89,51
2023-01-26,4.96,13.55,4.7,9.46,3.73,50.2
2023-01-25,4.98,13.6,4.73,9.35,3.73,49.6
2023-01-24,4.95,13.49,4.66,9.23,3.84,48.8
2023-01-23,4.87,13.26,4.6,9.19,3.83,47.9
2023-01-22,4.96,13.39,4.63,9.2,3.63,47
2023-01-21,5.06,13.44,4.7,9.18,3.64,45.9
2023-01-20,5.08,13.56,4.71,9.02,4.06,45
2023-01-19,5.03,13.36,4.69,8.95,4.24,44.1
2023-01-18,4.9,13,4.67,8.64,4.2,43.2
2023-01-17,4.73,12.75,4.61,8.5,4.07,42.1
2023-01-16,4.67,12.71,4.56,8.6,3.96,41.1
2023-01-15,4.65,12.88,4.63,8.51,4.01,40.2
2023-01-14,4.72,12.74,4.72,8.21,4.18,39.3
2023-01-13,4.69,12.81,4.71,8.24,4.47,38.6
2023-01-12,4.64,13,4.68,8.33,4.53,38
2023-01-11,4.62,13.31,4.62,8.24,4.54,37.4
2023-01-10,4.58,13.29,4.58,8.36,4.43,36.5
2023-01-09,4.59,13.2,4.58,8.34,4.56,35.7
2023-01-08,4.54,13.24,4.55,8.45,4.58,35
2023-01-07,4.43,13.05,4.42,8.64,4.25,34.1
2023-01-06,4.38,13.1,4.37,8.67,4.15,33.2
2023-01-05,4.37,12.93,4.37,8.66,3.75,32.3
2023-01-04,4.32,13.19,4.32,8.73,3.46,31.3
2023-01-03,4.28,13.69,4.35,9.42,3.5,30
2023-01-02,4.33,13.82,4.4,9.54,3.49,28.6
2023-01-01,4.43,13.94,4.49,9.48,3.92,27.1
2022-12-31,4.51,13.95,4.47,9.7,3.99,25.6
2022-12-30,4.5,14.04,4.45,9.8,3.83,24.1
2022-12-29,4.6,14,4.56,9.79,3.75,22.7
2022-12-28,4.62,13.95,4.61,9.93,3.79,21.3
2022-12-27,4.66,13.78,4.58,10,3.84,19.9
2022-12-26,4.59,13.87,4.48,9.99,3.91,18.6
2022-12-25,4.53,14.05,4.42,9.94,3.68,17.4
2022-12-24,4.46,14.14,4.38,9.77,3.77,16.4
2022-12-23,4.4,14.1,4.37,9.65,3.88,15.5
2022-12-22,4.39,13.91,4.29,9.74,4.03,14.6
2022-12-21,4.41,13.89,4.33,9.78,4.1,13.7
2022-12-20,4.5,13.67,4.35,9.82,4.13,12.9
2022-12-19,4.64,13.37,4.41,9.16,4.36,12.4
2022-12-18,4.63,13.25,4.41,9.07,4.42,11.9
2022-12-17,4.56,13.25,4.33,9.01,4.58,11.5
2022-12-16,4.49,13.27,4.29,8.81,4.48,11
2022-12-15,4.48,13.2,4.27,8.64,4.59,10.6
2022-12-14,4.47,13.03,4.17,8.54,4.39,10
2022-12-13,4.51,12.87,4.16,8.36,4.6,9.5
2022-12-12,4.42,12.64,4.16,8.35,4.58,9
2022-12-11,4.4,12.66,4.15,8.44,4.56,8.4
2022-12-10,4.44,12.58,4.2,8.43,4.66,7.9
2022-12-09,4.47,12.74,4.17,8.65,4.68,7.3
2022-12-08,4.51,12.72,4.09,8.48,4.71,6.7
2022-12-07,4.47,12.74,4.03,8.3,4.75,6.3
2022-12-06,4.44,12.88,3.92,8.24,4.71,5.9
2022-12-05,4.36,13.06,3.84,8.22,4.97,5.5
2022-12-04,4.29,12.99,3.73,8.16,5.05,5.1
2022-12-03,4.29,12.92,3.63,8.09,5.4,4.7
2022-12-02,4.38,12.8,3.66,8.17,5.08,4.3
2022-12-01,4.37,12.93,3.74,8.29,5.18,4.1
2022-11-30,4.4,12.85,3.84,8.36,5.15,3.8
2022-11-29,4.4,12.84,3.82,8.29,5.16,3.6
2022-11-28,4.38,12.73,3.83,8.31,4.98,3.3
2022-11-27,4.43,12.82,3.85,8.24,4.97,3.1
2022-11-26,4.43,12.69,3.84,8.11,5.64,3.1
2022-11-25,4.43,12.63,3.79,8.02,5.68,3
2022-11-24,4.49,12.42,3.83,7.85,5.64,2.9
2022-11-23,4.5,12.53,3.97,7.89,5.8,2.8
2022-11-22,4.47,12.39,4.01,7.9,5.82,2.7
2022-11-21,4.4,12.59,3.96,7.84,5.87,2.5
2022-11-20,4.35,12.55,3.92,7.74,5.96,2.4
2022-11-19,4.32,12.41,3.88,7.81,5.96,2.2
2022-11-18,4.36,12.43,3.88,7.8,5.93,2.1
2022-11-17,4.29,12.34,3.81,7.76,5.86,2
2022-11-16,4.24,11.89,3.61,7.52,6,1.9
2022-11-15,4.19,12.1,3.48,7.42,6.01,1.7
2022-11-14,4.18,12,3.5,7.3,6.4,1.5
2022-11-13,4.13,11.9,3.55,7.13,6.55,1.4
2022-11-12,4.05,11.8,3.52,7.13,6.68,1.2
2022-11-11,4.02,11.94,3.49,7.27,6.6,1.1
2022-11-10,4.03,12.1,3.48,7.27,6.89,0.9
2022-11-09,4,12.25,3.49,7.19,6.91,0.8
2022-11-08,3.97,12.02,3.38,7.08,7.25,0.7
2022-11-07,3.95,11.94,3.31,7.05,7.49,0.6
2022-11-06,4,11.58,3.33,7.15,7.47,0.5
2022-11-05,4.04,11.72,3.36,7.22,7.76,0.4
2022-11-04,4.05,11.82,3.34,7.15,8.05,0.3
2022-11-03,4.02,11.62,3.35,7.05,7.96,0.3
2022-11-02,3.97,11.61,3.31,7.08,7.98,0.2
2022-11-01,3.95,11.67,3.28,7.01,7.92,0.1
2022-10-31,3.86,11.14,3.27,6.85,8.41,0.1
2022-10-30,3.88,11.14,3.29,6.86,8.18,0.1
2022-10-29,3.86,11.14,3.22,6.84,8.23,0
2022-10-28,3.79,11.13,3.16,6.85,8.17,0
2022-10-27,3.72,10.93,3.18,6.59,8.06,0
2022-10-26,3.64,10.65,3.16,6.69,8.03,0
2022-10-25,3.59,10.37,3.2,6.73,8.28,0
2022-10-24,3.62,10.32,3.24,6.71,8.13,0
2022-10-23,3.61,10.89,3.25,6.84,7.98,0
2022-10-22,3.62,10.92,3.22,6.88,8.14,0
2022-10-21,3.55,10.56,3.2,6.73,7.78,0
2022-10-20,3.48,10.34,3.22,6.67,7.6,0
2022-10-19,3.41,10.41,3.18,6.71,7.52,0
2022-10-18,3.35,10.41,3.21,6.56,7.54,0
2022-10-17,3.29,10.53,3.24,6.54,8.52,0
2022-10-16,3.28,10.61,3.26,6.68,8.04,0
2022-10-15,3.22,10.45,3.21,6.71,8.15,0
2022-10-14,3.22,10.26,3.18,6.66,8.11,0
2022-10-13,3.23,10.25,3.16,6.62,8.08,0
2022-10-12,3.25,10.09,3.14,6.64,8.08,0
2022-10-11,3.21,10.02,3.13,6.56,7.84,0
2022-10-10,3.21,10.19,3.14,6.56,7.52,0
2022-10-09,3.25,10.27,3.21,6.6,7.33,0
2022-10-08,3.34,9.74,3.34,6.33,7.4,0
2022-10-07,3.39,9.51,3.48,6.19,7.55,0
2022-10-06,3.48,9.51,3.61,6.13,7.63,0
2022-10-05,3.51,9.35,3.66,6.12,7.43,0
2022-10-04,3.5,9.22,3.62,6.03,8.26,0
2022-10-03,3.45,9.24,3.57,5.9,9.07,0
2022-10-02,3.45,8.98,3.56,5.98,8.09,0
2022-10-01,3.41,8.9,3.57,5.92,8.24,0
2022-09-30,3.45,9.22,3.66,5.99,8.58,0
2022-09-29,3.51,9.44,3.74,6.07,8.62,0
2022-09-28,3.45,9.49,3.74,6.09,8.82,0
2022-09-27,3.36,9.44,3.77,6.06,9.31,0
2022-09-26,3.32,9.36,3.77,6.09,9.31,0
2022-09-25,3.29,9.11,3.77,6.06,9.54,0
2022-09-24,3.26,9.05,3.75,5.93,9.6,0
2022-09-23,3.19,9.08,3.73,5.98,9.65,0
2022-09-22,3.18,9.07,3.73,5.83,9.39,0
2022-09-21,3.13,9,3.73,5.78,9.4,0
2022-09-20,3.12,9.05,3.69,5.92,9.36,0
2022-09-19,3.11,9.25,3.66,6.07,8.96,0
2022-09-18,3.1,9.17,3.68,6.15,8.67,0
2022-09-17,3.07,9.17,3.7,5.97,9.52,0
2022-09-16,2.99,9.12,3.67,5.86,9.5,0
2022-09-15,2.95,9.29,3.61,5.89,9.12,0
2022-09-14,2.85,9.31,3.56,5.85,9.07,0
2022-09-13,2.82,9.15,3.51,5.77,9.14,0
2022-09-12,2.79,9.36,3.43,5.74,8.8,0
2022-09-11,2.78,9.43,3.41,5.7,8.88,0
2022-09-10,2.81,9.5,3.38,5.52,8.81,0
2022-09-09,2.79,9.38,3.38,5.47,8.74,0
2022-09-08,2.81,9.2,3.37,5.42,8.67,0
2022-09-07,2.78,9.08,3.38,5.51,8.74,0
2022-09-06,2.79,9.19,3.34,5.54,9.44,0
2022-09-05,2.81,9.16,3.34,5.51,9.47,0
2022-09-04,2.79,8.96,3.32,5.41,9.21,0
2022-09-03,2.78,8.97,3.28,5.4,8.68,0
2022-09-02,2.79,8.94,3.24,5.43,7.78,0
2022-09-01,2.8,8.84,3.25,5.36,8.48,0
2022-08-31,2.78,8.23,3.29,5.17,8.53,0
2022-08-30,2.8,7.8,3.31,5.11,8.53,0
2022-08-29,2.79,7.65,3.33,5.01,8.57,0
2022-08-28,2.74,7.26,3.3,4.95,8.23,0
2022-08-27,2.72,7.17,3.27,4.83,8.18,0
2022-08-26,2.69,6.97,3.26,4.8,8.26,0
2022-08-25,2.58,6.95,3.21,4.81,8.61,0
2022-08-24,2.53,6.8,3.14,4.85,8.56,0
2022-08-23,2.46,6.7,3.11,4.69,8.52,0
2022-08-22,2.4,6.43,3.13,4.67,7.67,0
2022-08-21,2.37,6.27,3.11,4.52,7.81,0
2022-08-20,2.42,6.16,3.1,4.41,7.93,0
2022-08-19,2.41,6.03,3.1,4.52,8.23,0
2022-08-18,2.38,6.01,3.09,4.52,8.24,0
2022-08-17,2.33,6.22,3.06,4.74,7.73,0
2022-08-16,2.31,6.64,2.97,4.65,7.66,0
2022-08-15,2.26,6.63,2.93,4.71,7.92,0
2022-08-14,2.25,6.77,2.89,4.71,7.69,0
2022-08-13,2.27,6.78,2.85,4.69,7.8,0
2022-08-12,2.26,6.68,2.79,4.71,7.96,0
2022-08-11,2.27,6.56,2.72,4.76,7.73,0
2022-08-10,2.26,6.52,2.72,4.74,7.28,0
2022-08-09,2.28,6.62,2.73,4.67,7.2,0
2022-08-08,2.31,6.59,2.7,4.64,7.23,0
2022-08-07,2.33,6.58,2.67,4.51,7.07,0
2022-08-06,2.33,6.54,2.65,4.46,7.59,0
2022-08-05,2.31,6.58,2.65,4.42,7.82,0
2022-08-04,2.32,6.51,2.65,4.17,7.56,0
2022-08-03,2.37,6.43,2.73,3.99,7.54,0
2022-08-02,2.39,6.18,2.79,3.59,7.21,0
2022-08-01,2.37,5.72,2.82,3.66,7.16,0
2022-07-31,2.45,5.87,2.83,3.41,6.87,0
2022-07-30,2.56,5.75,2.81,3.41,6.89,0
2022-07-29,2.59,5.72,2.8,3.53,7.08,0
2022-07-28,2.6,5.76,2.79,3.69,7.03,0
2022-07-27,2.61,5.94,2.79,3.95,7.14,0
2022-07-26,2.69,6.02,2.8,3.93,7.26,0
2022-07-25,2.77,5.99,2.83,3.92,7.49,0
2022-07-24,2.8,6.02,2.89,3.87,7.44,0
2022-07-23,2.83,5.91,2.91,3.86,7.72,0
2022-07-22,2.87,5.9,2.91,3.78,7.23,0
2022-07-21,2.87,5.82,2.91,3.65,7.51,0
2022-07-20,2.86,5.76,2.91,3.63,7.46,0
2022-07-19,2.85,5.62,2.86,3.7,7.41,0
2022-07-18,2.87,5.64,2.76,3.78,7.34,0
2022-07-17,2.91,5.84,2.75,3.88,7.57,0
2022-07-16,2.96,5.87,2.81,3.97,7.83,0
2022-07-15,2.94,5.86,2.89,3.93,7.72,0
2022-07-14,2.93,5.97,2.91,3.91,7.4,0
2022-07-13,3.01,6.02,2.96,3.88,7.36,0
2022-07-12,3.03,5.95,3,3.57,7.43,0
2022-07-11,3.05,6.03,3,3.75,7.43,0
2022-07-10,3,6.04,2.97,3.81,7.26,0
2022-07-09,3.09,6.03,2.92,3.86,7.34,0
2022-07-08,3.12,6.03,2.87,3.89,7.31,0
2022-07-07,3.18,6.07,2.85,3.92,7.13,0
2022-07-06,3.2,6.1,2.85,3.92,6.68,0
2022-07-05,3.24,6.2,2.86,3.95,6.67,0
2022-07-04,3.36,6.27,2.9,4.04,6.95,0
2022-07-03,3.4,6.39,2.98,4.05,7.04,0
2022-07-02,3.45,6.23,3.02,3.89,6.84,0
2022-07-01,3.47,6.1,2.98,3.83,6.83,0
2022-06-30,3.53,6.19,2.98,3.93,6.87,0
2022-06-29,3.61,6.05,2.99,3.83,7.04,0
2022-06-28,3.65,6.08,3,3.67,7.23,0
2022-06-27,3.69,6.21,3.04,3.63,6.95,0
2022-06-26,3.71,6.05,3.06,3.56,6.84,0
2022-06-25,3.77,6.05,3.06,3.56,6.85,0
2022-06-24,3.7,6.01,3.09,3.56,6.74,0
2022-06-23,3.71,6.31,3.12,3.71,6.45,0
2022-06-22,3.64,6.62,3.1,3.66,6.77,0
2022-06-21,3.65,6.56,3.11,3.68,6.61,0
2022-06-20,3.66,6.73,3.13,3.79,6.66,0
2022-06-19,3.58,6.78,3.12,3.77,6.83,0
2022-06-18,3.7,6.66,3.15,3.67,6.71,0
2022-06-17,3.78,6.77,3.15,3.91,6.57,0
2022-06-16,3.81,6.78,3.14,4.12,6.19,0
2022-06-15,3.79,6.7,3.1,4.17,8.68,0
2022-06-14,3.76,6.83,3.06,4.28,8.68,0
2022-06-13,3.76,6.85,3.1,4.29,8.62,0
2022-06-12,3.74,6.76,3.13,4.48,8.93,0
2022-06-11,3.72,6.94,3.1,4.64,8.9,0
2022-06-10,3.79,7.14,3.03,4.79,8.84,0
2022-06-09,3.81,7.31,3.01,4.77,8.91,0
2022-06-08,3.84,7.16,3.04,4.65,9,0
2022-06-07,3.78,6.9,3.01,4.8,8.78,0
2022-06-06,3.74,7.05,3,4.99,8.84,0
2022-06-05,3.73,6.86,3.06,4.88,8.9,0
2022-06-04,3.76,6.87,3.08,4.93,8.52,0
2022-06-03,3.71,6.89,3.05,5.02,8.54,0
2022-06-02,3.69,6.93,3.04,4.88,8.72,0
2022-06-01,3.68,6.92,3.11,4.76,8.73,0
2022-05-31,3.7,7.04,3.19,4.77,6.22,0
2022-05-30,3.77,7.09,3.18,4.73,6.23,0
2022-05-29,3.76,7.07,3.14,4.82,6.76,0
2022-05-28,3.79,7.16,3.11,4.69,6.37,0
2022-05-27,3.79,7.11,3.1,4.69,6.82,0
2022-05-26,3.74,7,3.09,4.71,6.77,0
2022-05-25,3.73,6.96,3.07,4.92,6.83,0
2022-05-24,3.77,7.01,3.04,5.04,6.73,0
2022-05-23,3.83,7.26,3.06,4.99,6.76,0
2022-05-22,3.82,7.3,3.05,4.98,6.75,0
2022-05-21,3.85,7.32,3.04,5.07,7.32,0
2022-05-20,3.95,7.43,3.07,5.26,7.3,0
2022-05-19,4.06,7.53,3.11,5.51,7.48,0
2022-05-18,4.07,7.46,3.19,5.73,7.3,0
2022-05-17,4.19,8.01,3.2,5.91,7.49,0
2022-05-16,4.24,8.22,3.19,5.99,7.54,0
2022-05-15,4.22,8.23,3.22,6.2,7.46,0
2022-05-14,4.24,8.35,3.21,6.25,6.79,0
2022-05-13,4.28,8.32,3.24,6.32,6.95,0
2022-05-12,4.3,8.54,3.21,6.21,6.55,0
2022-05-11,4.3,8.51,3.19,6.16,6.55,0
2022-05-10,4.37,8.45,3.2,6.05,6.83,0
2022-05-09,4.37,8.39,3.17,6.01,6.91,0
2022-05-08,4.38,8.31,3.13,6.01,7.11,0.1
2022-05-07,4.43,8.26,3.14,6.15,6.97,0.1
2022-05-06,4.49,8.42,3.17,6.35,6.3,0.1
2022-05-05,4.46,8.89,3.16,6.37,6.56,0.2
2022-05-04,4.4,8.98,3.15,6.26,6.76,0.2
2022-05-03,4.33,9.12,3.1,6.17,6.84,0.3
2022-05-02,4.25,8.76,3.1,6.2,6.63,0.4
2022-05-01,4.21,8.66,3.1,6.26,6.55,0.5
2022-04-30,4.21,8.66,3.06,6.19,6.52,0.8
2022-04-29,4.16,8.64,3.02,6.17,6.55,1.1
2022-04-28,4.14,8.68,2.96,6.21,6.39,1.5
2022-04-27,4.08,8.59,2.94,6.23,6.3,1.9
2022-04-26,4.03,8.7,3.03,6.32,6.23,2.4
2022-04-25,3.96,8.81,3.11,6.48,5.66,3
2022-04-24,3.99,9.07,3.23,6.72,5.67,3.6
2022-04-23,4.02,9.08,3.35,6.71,5.36,4.3
2022-04-22,4.06,9.18,3.44,6.67,5.39,5
2022-04-21,4.05,9.29,3.41,6.7,5.32,5.9
2022-04-20,4.02,9.12,3.42,6.61,4.99,6.9
2022-04-19,3.99,9.31,3.48,6.59,4.52,7.8
2022-04-18,4.02,9.54,3.49,6.65,4.36,8.9
2022-04-17,4,9.81,3.46,6.55,4.49,10
2022-04-16,4.04,9.83,3.51,6.49,4.45,11.2
2022-04-15,4.06,10.13,3.61,6.46,4.35,12.3
2022-04-14,4.05,10.08,3.68,6.49,5.45,13.5
2022-04-13,4.07,10.25,3.76,6.87,5.45,14.6
2022-04-12,4.16,10.42,3.84,7,5.44,15.8
2022-04-11,4.24,10.59,3.88,7.24,5.74,17
2022-04-10,4.16,10.82,3.92,7.49,5.75,18.3
2022-04-09,4.14,10.99,3.92,7.47,5.63,19.6
2022-04-08,4.18,10.98,3.92,7.6,5.64,21
2022-04-07,4.06,11.05,3.93,7.64,5.98,22.4
2022-04-06,4.02,11.08,4.02,7.63,6.34,23.8
2022-04-05,4.11,11.06,4.07,7.67,6.65,25.3
2022-04-04,4.17,10.91,4.11,7.79,6.52,26.9
2022-04-03,4.18,10.96,4.2,7.82,6.68,28.6
2022-04-02,4.17,11.07,4.33,7.83,6.44,30.3
2022-04-01,4.15,11.03,4.4,7.85,6.41,31.9
2022-03-31,4.11,11.04,4.48,8.02,6.39,33.1
2022-03-30,4.1,11.76,4.54,8.64,5.31,34.9
2022-03-29,4.05,12.43,4.52,8.56,5.3,36.5
2022-03-28,3.89,12.53,4.55,8.54,5.28,38.1
2022-03-27,3.83,12.37,4.65,8.34,4.94,40
2022-03-26,3.96,12.12,4.76,8.05,4.9,41.6
2022-03-25,3.94,11.95,4.77,7.98,4.85,43.2
2022-03-24,3.86,12.04,4.85,8.01,4.72,44.9
2022-03-23,3.92,12.13,4.95,8.02,4.21,46.6
2022-03-22,3.98,12.29,5.01,8.08,3.95,48.3
2022-03-21,3.97,12.49,5.05,8.12,3.6,50
2022-03-20,4.03,12.6,5.11,8.2,3.69,51.7
2022-03-19,4.04,12.52,5.15,8.26,3.31,53.1
2022-03-18,4.08,12.46,5.21,8.31,3.7,54.8
2022-03-17,4.19,12.56,5.39,8.35,3.87,56.4
2022-03-16,4.36,12.64,5.47,8.28,3.88,58.5
2022-03-15,4.42,12.13,5.48,7.72,3.99,60.2
2022-03-14,4.47,11.39,5.59,7.62,4.03,62.1
2022-03-13,4.6,11.06,5.63,7.66,4.02,63.9
2022-03-12,4.68,11.17,5.61,7.87,3.97,65.3
2022-03-11,4.82,11.82,5.69,8.12,3.99,66.7
2022-03-10,4.9,12.29,5.82,8.18,3.99,68.1
2022-03-09,4.97,12.39,5.92,8.19,4.07,69.6
2022-03-08,5.07,12.41,5.94,8.31,4.09,71.1
2022-03-07,5.18,12.42,5.96,8.23,3.72,72.4
2022-03-06,5.26,12.41,6.08,8.36,3.44,73.6
2022-03-05,5.33,12.52,6.1,8.5,3.27,74.6
2022-03-04,5.31,12.75,6.07,8.52,3.28,75.6
2022-03-03,5.38,12.78,6.08,8.57,2.9,76.4
2022-03-02,5.36,12.76,6.03,8.47,2.8,76.9
2022-03-01,5.27,12.58,6.04,8.37,3.26,77.4
2022-02-28,5.33,12.57,6.06,8.47,3.35,77.9
2022-02-27,5.32,12.79,6.05,8.47,3.35,78.1
2022-02-26,5.26,12.82,6.02,8.42,3.34,78.2
2022-02-25,5.25,13.03,5.95,8.55,3.57,78.2
2022-02-24,5.21,13.06,5.94,8.29,3.65,78.2
2022-02-23,5.16,13,5.81,8.31,3.74,78.2
2022-02-22,5.08,13.25,5.67,8.35,3.75,78
2022-02-21,5.08,13.29,5.59,8.48,3.69,77.6
2022-02-20,5.03,13.33,5.53,8.58,3.62,77.1
2022-02-19,5,13.41,5.46,8.5,3.6,76.5
2022-02-18,4.93,13.42,5.41,8.35,3.61,75.9
2022-02-17,4.9,13.24,5.43,8.41,3.66,75.1
2022-02-16,4.91,13.23,5.45,8.63,3.63,74.2
2022-02-15,4.99,13.17,5.49,8.73,3.35,73.2
2022-02-14,5.05,13.32,5.51,8.75,3.37,72
2022-02-13,5.03,13.37,5.51,8.83,3.12,70.5
2022-02-12,5.05,13.57,5.45,9,3.24,69
2022-02-11,5.17,13.73,5.49,9.01,3.35,67.6
2022-02-10,5.18,13.64,5.55,8.93,3.16,66.1
2022-02-09,5.1,13.43,5.47,9.06,3.2,64.6
2022-02-08,5.1,13.48,5.43,9.24,3.08,63.1
2022-02-07,5.17,13.33,5.45,9.2,2.98,61.6
2022-02-06,5.1,13.25,5.47,9.1,3.59,60.1
2022-02-05,5.07,13.13,5.47,9.07,3.59,58.7
2022-02-04,5.03,13.15,5.43,9.19,3.64,57.2
2022-02-03,5.12,13.13,5.44,9.15,3.7,56
2022-02-02,5.22,13.41,5.37,9.33,3.71,54.9
2022-02-01,5.3,13.59,5.34,9.31,3.79,54.1
2022-01-31,5.33,13.82,5.27,9.33,3.82,53.4
2022-01-30,5.24,13.69,5.13,9.43,3.81,52.8
2022-01-29,5.16,13.91,4.99,9.62,3.81,52.3
2022-01-28,5.13,13.75,4.95,9.57,3.72,51.6
2022-01-27,5.08,13.75,4.85,9.5,3.67,50.8
2022-01-26,5.1,13.56,4.81,9.49,3.61,50
2022-01-25,5.12,13.57,4.81,9.39,3.51,49.4
2022-01-24,5.11,13.31,4.75,9.28,3.63,48.6
2022-01-23,5.02,13.11,4.68,9.38,3.61,47.6
2022-01-22,5.12,13.31,4.7,9.39,2.92,46.7
2022-01-21,5.22,13.4,4.78,9.38,2.93,45.7
2022-01-20,5.23,13.55,4.77,9.24,3.43,44.7
2022-01-19,5.16,13.39,4.74,9.2,3.65,43.9
2022-01-18,5,13.06,4.73,8.9,3.62,43
2022-01-17,4.84,12.83,4.66,8.73,3.45,42
2022-01-16,4.75,12.71,4.61,8.81,3.31,41
2022-01-15,4.75,12.85,4.68,8.75,3.37,40
2022-01-14,4.81,12.7,4.76,8.47,3.57,39.2
2022-01-13,4.75,12.77,4.77,8.49,3.65,38.4
2022-01-12,4.68,12.93,4.73,8.54,3.71,37.9
2022-01-11,4.62,13.25,4.66,8.42,3.73,37.3
2022-01-10,4.57,13.25,4.63,8.5,3.7,36.4
2022-01-09,4.56,13.14,4.62,8.46,3.57,35.7
2022-01-08,4.5,13.14,4.59,8.48,3.6,35.1
2022-01-07,4.39,12.98,4.48,8.65,3.6,34.3
2022-01-06,4.35,12.98,4.43,8.68,3.62,33.4
2022-01-05,4.34,12.72,4.44,8.66,3.15,32.6
2022-01-04,4.29,12.95,4.39,8.73,2.79,31.6
2022-01-03,4.27,13.44,4.42,9.44,2.83,30.3
2022-01-02,4.33,13.56,4.46,9.6,2.82,28.9
2022-01-01,4.43,13.69,4.55,9.54,3.34,27.4
2021-12-31,4.52,13.71,4.53,9.68,3.42,25.9
2021-12-30,4.5,13.72,4.51,9.79,3.22,24.4
2021-12-29,4.59,13.69,4.6,9.76,3.45,23
2021-12-28,4.63,13.63,4.67,9.92,3.5,21.6
2021-12-27,4.69,13.43,4.66,9.98,3.56,20.2
2021-12-26,4.62,13.53,4.57,9.97,3.63,18.8
2021-12-25,4.59,13.69,4.52,9.88,3.68,17.6
2021-12-24,4.53,13.81,4.48,9.71,3.69,16.5
2021-12-23,4.48,13.78,4.47,9.6,3.8,15.5
2021-12-22,4.47,13.63,4.38,9.68,3.95,14.6
2021-12-21,4.49,13.67,4.43,9.73,4.03,13.7
2021-12-20,4.58,13.45,4.45,9.76,4.06,12.9
2021-12-19,4.7,13.05,4.51,9.09,4.26,12.3
2021-12-18,4.67,12.94,4.52,8.98,4.31,11.8
2021-12-17,4.6,12.94,4.45,8.92,4.48,11.5
2021-12-16,4.53,13,4.44,8.8,4.38,11
2021-12-15,4.53,13.04,4.46,8.62,4.49,10.6
2021-12-14,4.5,12.75,4.38,8.51,4.26,10.1
2021-12-13,4.53,12.61,4.35,8.32,4.47,9.5
2021-12-12,4.43,12.39,4.34,8.36,4.45,9
2021-12-11,4.42,12.4,4.33,8.42,4.43,8.4
2021-12-10,4.44,12.24,4.39,8.45,4.49,7.9
2021-12-09,4.45,12.39,4.35,8.65,4.57,7.2
2021-12-08,4.5,12.31,4.26,8.43,4.61,6.7
2021-12-07,4.44,12.22,4.2,8.26,4.49,6.3
2021-12-06,4.39,12.35,4.1,8.21,4.44,5.9
2021-12-05,4.32,12.53,4.03,8.13,4.72,5.5
2021-12-04,4.24,12.57,3.93,8.06,4.84,5.1
2021-12-03,4.2,12.49,3.78,8,5.21,4.6
2021-12-02,4.29,12.4,3.74,8.07,4.87,4.3
2021-12-01,4.28,12.4,3.72,8.15,4.93,4
2021-11-30,4.28,12.24,3.74,8.15,4.9,3.7
2021-11-29,4.28,12.35,3.69,8.07,4.93,3.5
2021-11-28,4.24,12.23,3.7,8.09,4.75,3.2
2021-11-27,4.31,12.31,3.72,7.97,4.74,3.1
2021-11-26,4.31,12.2,3.7,7.87,5.4,3
2021-11-25,4.28,12.23,3.65,7.79,5.47,2.9
2021-11-24,4.35,12,3.68,7.62,5.43,2.8
2021-11-23,4.36,12.13,3.82,7.7,5.59,2.7
2021-11-22,4.35,12.09,3.87,7.7,5.72,2.6
2021-11-21,4.28,12.32,3.82,7.62,5.75,2.4
2021-11-20,4.23,12.33,3.78,7.6,5.84,2.3
2021-11-19,4.22,12.19,3.74,7.69,5.87,2.2
2021-11-18,4.29,12.18,3.76,7.68,5.84,2.1
2021-11-17,4.23,12.06,3.73,7.64,5.77,2
2021-11-16,4.19,11.75,3.58,7.45,5.94,1.8
2021-11-15,4.15,12.03,3.47,7.45,5.95,1.6
2021-11-14,4.14,11.95,3.48,7.28,6.35,1.5
2021-11-13,4.09,11.83,3.53,7.12,6.51,1.3
2021-11-12,4.01,11.72,3.49,7.13,6.64,1.2
2021-11-11,4.01,11.89,3.48,7.27,6.63,1.1
2021-11-10,4.02,12.05,3.49,7.26,6.91,0.9
2021-11-09,4.02,12.2,3.52,7.17,6.93,0.8
2021-11-08,3.99,12.03,3.4,7.08,7.25,0.7
2021-11-07,3.94,11.95,3.33,7.05,7.49,0.6
2021-11-06,3.98,11.56,3.35,7.16,7.49,0.5
2021-11-05,4.02,11.7,3.39,7.26,7.78,0.4
